2004,46.50128,-18.37096,58.89824,27.28181,1.93097,-2.43167,18.64843,-5.62769,-1.47711,-4.15271,2.53346,4.81844,57.29647,1494.49559,1744.23604,2068.65394,1186.51553,1284.2197,538.97998,412.62502,339.02682,336.69194,269.99563,273.31841,-37.62561,-315.49924,-471.11338,-81.2506,30.07995,116.20072,-35.71057,-10.85118,-7.22255,10.18667,-7.4391,110.37861,-235.73664,267.59686,-335.67166,-164.26158,1.66648,125.68117,-43.84793,5.00488,-42.17875,-39.35691,333.43226,-109.15363,-196.07567,58.86028,-53.14465,29.50103,-4.37532,-55.98788,-20.67896,6.83154,-94.78818,-69.5328,-31.05901,-115.13438,-10.49483,2.89506,-36.88605,-184.10634,-32.69213,-28.83094,87.18457,42.81496,-52.41924,0.76664,19.77714,71.12918,-36.24384,-18.76253,28.95117,-20.86156,-131.81971,16.55412,-38.32427,-16.87065,43.94716,-64.21148,13.04284,156.03785,-2.4267,51.71977,-43.56703,10.63735,24.08962,-21.41886
2005,41.46015,-52.3014,-4.59825,-19.28084,-11.85844,-19.54192,1.30306,-1.83185,5.98469,1.63492,-1.58958,1.94003,15.71587,2269.41298,1134.81648,845.93716,636.87929,460.10564,498.9943,428.93573,340.6519,247.26407,243.44611,280.695,78.39256,-475.19326,135.34495,-99.7492,10.57443,24.75173,63.00864,4.07513,15.17832,23.11376,14.71746,24.48002,-263.89614,-144.6341,-151.87674,116.61911,-16.11302,-68.8645,-101.94105,28.33455,-3.5493,7.76094,286.93766,78.51204,59.98457,11.45182,-33.69994,-4.25782,3.95852,23.98392,14.43151,115.98184,175.95804,-106.42791,26.30629,-76.68215,9.66691,3.58962,8.51503,-102.22528,162.63521,-29.23162,-66.37024,-40.66552,108.6281,10.55023,-72.49222,48.96617,90.56767,-59.70434,-41.32283,11.4321,-221.39404,72.10538,-112.00667,14.31956,-13.48435,-154.65715,35.22429,89.53649,-3.13145,-128.2812,89.97277,-15.88139,-75.21074,-0.51139
2009,42.18667,-85.65863,-7.91506,-11.84193,-12.61959,-21.66749,4.97883,-11.8675,9.87342,-6.46463,2.91826,0.71154,53.96526,8443.20516,2720.06431,536.65991,834.72157,415.04709,406.89947,433.82194,367.84632,245.92703,144.07915,254.9603,521.00306,3207.15428,102.28411,-161.18687,-112.85228,-38.77555,101.70508,-26.7923,-45.74371,-18.3845,20.68417,272.9337,504.5677,-781.21258,-70.98815,212.709,-23.01546,-104.09947,10.50477,-25.21627,-25.54921,35.29048,-1255.78662,233.35593,-81.55978,174.82675,88.28754,11.1583,-56.73793,59.38819,-99.64049,325.35739,-186.74317,-129.61857,-143.81737,-86.78375,19.54881,-60.96061,31.86041,-718.00278,-327.20753,74.90993,70.13512,31.90939,5.97672,-41.01002,-926.68242,131.14985,17.88771,-31.48144,-4.74067,-70.70313,474.47933,17.92421,-29.73907,-41.05382,42.08584,-181.77349,43.00181,87.94977,-13.70362,136.49979,140.32633,11.51422,382.79589,29.98269
1987,46.90244,19.86314,10.92119,4.87136,-41.17499,-19.84156,2.93308,-5.98711,3.05997,6.97838,4.82369,-4.90189,17.37293,815.79145,1610.59402,780.24464,549.63385,462.21685,308.81713,255.06626,238.68042,161.87401,141.38498,190.93453,7.74133,-265.08629,-515.33501,-192.09813,-17.26189,39.07565,-6.03403,-11.3983,11.80018,7.8939,17.69003,102.04436,-96.3173,-134.24123,28.10793,0.49635,47.7031,10.86834,-11.02571,15.8973,23.10318,-64.2787,252.71073,-107.32096,3.54242,114.22232,39.75007,26.58226,-30.08953,48.90632,22.16438,-18.50116,188.34877,29.3315,-26.64701,-51.06596,11.18306,44.58081,-18.28211,13.52226,-161.77546,39.02279,-31.59785,95.27703,47.95373,0.45046,203.1809,35.49877,71.01541,-63.19549,-2.05427,-6.42095,-131.48801,-91.53508,48.02736,-8.4218,-2.76407,-20.31782,-75.24506,125.81801,-15.50828,-63.31002,-142.21937,-12.36699,32.45911,-17.14909
2009,46.64388,-81.99503,41.62851,3.65855,-9.38201,-13.51749,7.48781,-7.03302,7.06982,-5.30795,1.12473,-11.14089,25.41119,3910.91856,2074.59395,1111.69775,1030.43117,528.07571,420.55358,492.33789,471.32124,433.03986,157.05492,527.79892,210.81134,-1370.86582,536.46172,0.91062,-102.47796,3.92472,-33.06949,61.98395,44.69258,-0.66016,-19.22108,-48.1815,-705.62967,-18.63065,-153.63643,28.63422,12.56674,43.97847,-14.57454,-0.54536,41.9268,-42.63231,550.54668,90.43525,-61.43584,77.08068,52.14988,-28.74369,23.05261,187.81991,9.0145,-126.16718,-29.47342,-144.24022,149.69501,-170.57077,22.80753,30.51998,-16.8158,-20.24785,347.17122,0.63085,13.96867,46.8733,63.63561,9.44932,-159.81885,207.03136,86.60163,0.8427,-43.87268,-10.68251,-64.52173,272.55498,-45.92369,72.45051,12.29244,-143.25348,91.15842,-227.85481,7.75916,-41.32376,-225.66526,-4.05081,455.39458,41.6531
2010,40.0824,-106.24846,41.81955,2.03363,-16.44993,-2.90037,-22.26724,-2.9454,11.63992,1.30882,4.32131,13.94493,47.22521,2447.61748,2728.06286,1762.07721,718.48691,832.9535,779.34359,576.18866,547.32849,334.30051,335.93557,539.88876,-29.51112,17.42536,167.05511,25.12793,-44.4644,80.10413,-0.78296,25.85283,-0.16321,4.63013,109.71126,232.24315,329.80522,240.93294,-461.75181,187.71813,-88.54196,36.40275,-114.38277,-2.17245,12.06747,17.63241,36.67757,399.22101,-3.11871,58.80905,5.5951,125.36188,0.95033,44.17598,-5.96465,-122.02438,310.69297,174.88046,79.70695,137.70769,73.42519,-35.7421,36.68346,34.49576,-26.3463,71.08309,16.71674,-35.0749,103.31788,-0.64251,-20.25771,315.27175,-113.29954,-62.65502,-54.31566,-34.70998,-26.94222,62.37479,-115.13654,-90.4831,65.00995,-190.08468,-94.97429,-9.73645,-3.29013,51.91596,-320.37894,-5.58047,83.48503,-4.1948
2008,49.59603,26.76935,18.45522,-14.77726,-1.03755,-9.77947,-4.71074,6.08879,-6.88655,4.5316,-4.06014,-2.99336,19.99011,1491.30238,1692.63553,1770.81142,791.42959,1202.90997,572.01008,706.9136,394.9625,471.30624,264.04164,227.97403,7.88067,-797.8812,-174.05009,182.30981,-206.44781,-0.90916,-32.53717,88.88741,-89.77914,-2.80943,-29.77618,-42.10757,-162.43616,138.22473,-571.45535,153.79246,-201.71893,37.99218,-145.20806,1.23235,8.86929,36.74526,-233.4949,647.75668,-252.89969,-46.59141,-97.42028,175.28078,-17.71221,8.69988,25.0779,-158.08498,51.63787,211.71394,153.77306,213.41588,16.82329,7.84275,-91.19362,45.70556,-321.81512,169.5839,54.51635,-95.141,33.77139,21.7003,194.57143,53.9216,-399.53355,-32.71561,95.40476,5.98017,-293.71441,122.41674,-71.76018,-13.3771,2.29571,12.30025,67.96218,-8.35334,-3.99328,-36.50969,30.13943,26.35672,56.0386,-16.87523
1996,34.99946,54.37838,-53.14705,3.43608,-43.14731,4.87499,28.2834,-6.00669,13.71165,-10.33172,0.37284,-11.64358,19.5614,1960.65285,1418.09745,805.86037,498.42814,859.42226,384.06108,663.83537,427.91859,229.84242,166.25172,216.07095,73.21728,941.16104,244.48896,-107.72805,-166.65948,10.52819,-186.03106,-132.63706,-59.79333,0.67369,19.45774,101.53629,2.65898,4.52815,-25.81637,93.09274,158.38515,146.52738,-6.08622,-9.37766,9.7105,32.66667,292.92643,536.64591,-156.58235,-105.23781,108.34126,-49.62593,74.63674,-52.48746,-14.11167,152.03874,69.4361,14.87342,65.91804,-117.73591,-13.28238,91.71475,32.5505,92.00935,-395.54626,-156.96108,37.95764,46.97755,-65.93586,23.09698,-547.42586,143.27607,8.62406,-30.31557,1.40168,-64.05951,303.82591,-77.93106,-3.45995,-115.81152,25.82983,33.29326,-141.53955,18.84534,-11.61072,-106.167,-12.54848,-8.21825,-0.94053,-2.66747
1986,46.65352,4.455,-17.50604,8.61589,-3.1669,9.28818,14.02904,-13.23601,-10.41855,-2.78731,-9.18569,-5.99905,20.57217,1446.4402,2163.66627,1793.36738,1044.89975,1195.47783,843.15317,538.38151,303.59301,409.31754,349.3557,386.34724,-38.30408,-600.71212,-977.09074,-162.83341,263.06422,384.14021,-49.76637,115.38276,-46.05283,51.25355,-5.50116,117.13118,96.75122,434.46971,-505.98736,502.08687,80.04219,159.24114,-178.16208,-52.89274,21.21791,-8.49047,-744.23738,207.84531,-243.14971,-12.61544,95.84267,115.32032,-67.59089,39.9064,20.22079,-78.11947,238.02691,46.68481,124.98568,-42.55296,-73.00496,-50.10227,4.31797,-266.72955,216.456,44.1722,145.59343,13.10975,175.56019,-3.89951,48.3356,-76.60305,-132.25871,-2.97103,40.39562,13.47985,-5.04821,81.2069,-24.14792,203.91707,-3.61731,-34.72594,-83.11106,239.63587,-1.6781,-60.04536,-336.81852,-4.30815,-144.46499,-16.45182
2005,41.01006,-26.80005,14.25726,7.88399,-7.9399,-4.62074,22.61164,-14.52666,-0.43572,-8.93352,2.04887,12.72986,46.24335,3044.74749,4030.47013,1891.72618,949.30459,1435.19622,856.84537,853.92411,513.83405,460.42587,390.06098,430.90455,181.2484,1082.7643,146.34591,-98.82201,-2.08566,-102.86775,-34.43392,125.36821,30.53589,-17.28518,-52.81628,267.38954,100.49047,-534.47713,-364.03933,-74.44112,361.86676,-84.37228,-73.87174,-34.41128,55.28888,43.33524,-272.41876,616.2026,-58.29279,-126.28393,110.28727,-31.66226,-102.9575,99.26043,-59.28121,367.15965,269.94339,-215.48137,124.98755,-274.92402,83.27011,62.03721,55.39531,-340.04888,908.39901,-103.9751,0.50654,-63.5165,73.71509,-16.15221,406.52881,-123.17744,91.85022,5.08782,-84.38,79.1016,95.82414,33.10967,-113.04215,92.31659,15.1481,68.08722,-2.63283,104.34393,13.07174,-34.47568,182.15317,-2.95952,19.39503,27.74838
